comment,label,rate,Unnamed: 3,comment_clean
T sẽ tiếp tục ủng hộ shop.,POS,5,,t sẽ tiếp_tục ủng_hộ shop
Đơn hàng là 279k sao ng giao hàng thu 290k vì mẹ mình lấy hộ cũng k bt giá bảo sao đưa thế có nt hỏi shop k thấy hồi tuy hàng rất đẹp nhưng giao hàng như thế thì lại ảnh hưởng shop có gì shop hỏi bên chuyển hàng lại nhé.,NEU,3,,đơn hàng là 279 k sao ng giao hàng thu 290 k vì mẹ mình lấy hộ cũng k bt giá bảo sao đưa thế có nt hỏi shop k thấy hồi tuy hàng rất đẹp nhưng giao hàng như_thế thì lại ảnh_hưởng shop có gì shop hỏi bên chuyển hàng lại nhé
Hàng lỗi chiều dài k bằng ảnh đường may sơ xài k.,POS,5,,hàng lỗi chiều dài k bằng ảnh đường may sơ_xài k
Đẹp hơn hình nhiều.,POS,5,,đẹp hơn hình nhiều
Chất lượng sản phẩm tuyệt vời..Áo đẹp.,POS,4,,chất_lượng sản_phẩm tuyệt_vờiáo đẹp
Vải mỏng lại nóng.,NEU,3,,vải mỏng lại nóng
"Mặc rất đẹp, shop hỗ trợ hết mình.",POS,5,,mặc rất đẹp_shop hỗ_trợ hết_mình
Thời gian giao hàng rất chậm Giá cả chấp nhận được.,POS,4,,thời_gian giao hàng rất chậm giá_cả chấp_nhận được
Mua lần 2 vẫn hài lòng.,POS,5,,mua lần 2 vẫn hài_lòng
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.👍👍👍.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh
Dép thì êm thôi rồi luôn .,POS,5,,dép thì êm thôi rồi luôn
Mặc thoải mái.,NEU,3,,mặc thoải_mái
Giày đẹp quá.,POS,5,,giày đẹp quá
Giá thành lại rất hợp lý.,POS,5,,giá_thành lại rất hợp_lý
Túi hộp đựng được nhiều đồ nhé mọi người.,NEU,3,,túi hộp đựng được nhiều đồ nhé mọi người
Chất liệu và dáng sp ko được như mong đợi.,NEU,3,,chất_liệu và dáng sp ko được như mong_đợi
Mình rất hài lòng.,POS,5,,mình rất hài_lòng
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt shop uy tín lắm mọi ng yên tâm ai muốn mua j mà chưa chắc chắn thì cứ quất luôn đi 😂.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop uy_tín lắm mọi ng yên_tâm ai muốn mua j mà chưa chắc_chắn thì cứ quất luôn đi
Chảo hơi mỏng.,NEU,3,,chảo hơi mỏng
"Áo trắng chỗ chữ bị phai mực in đỏ ra,còn có 1 vết ố giặt k ra.",POS,4,,áo trắng chỗ chữ bị phai_mực in đỏ racòn có 1 vết ố giặt k ra
Đệm không phải mỏng mà là cực kì mỏng.,NEG,1,,đệm không phải mỏng mà là cực_kì mỏng
Có lưng điều chỉnh tiện lợi.,POS,5,,có lưng điều_chỉnh tiện_lợi
Cảm ơn shop.,POS,5,,cảm_ơn shop
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Vải hơi nóng Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,POS,5,,vải hơi nóng đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh
Tiền nào của đấy vậy là đc rồi.,POS,5,,tiền nào của đấy vậy là đc rồi
"Áo có lớp mũ bên trong nhìn như chắp vá, chỗ xanh chỗ đen.",POS,4,,áo có lớp mũ bên trong nhìn như chắp_vá chỗ xanh chỗ đen
chất áo đẹp nhưng may bị lỗi.,NEU,3,,chất áo_đẹp nhưng may bị lỗi
"Đóng gói sản phẩm chắc chắn tuy nhiên vải xấu và may ẩu, shop tư vấn nhiệt tình nên để 4*.",POS,4,,đóng_gói sản_phẩm chắc_chắn tuy_nhiên vải xấu và may ẩu shop tư_vấn nhiệt_tình nên để 4
Hàng rất đẹp mắt.,POS,5,,hàng rất đẹp_mắt
"Áo size s rồi nhưng thật sự còn quá rộng so với mình, chất đẹp, mát, nhân viên phục vụ tốt, giao hàng chậm, chủ shop đáng yêu.",POS,5,,áo size s rồi nhưng thật_sự còn quá rộng so với mình chất đẹp mát nhân_viên phục_vụ tốt giao hàng chậm chủ_shop đáng yêu
Chất luog ổn.,NEU,3,,chất luog ổn
Chat vai qua đep !,POS,5,,chat vai qua đep
"Áo chất dày dặn, màu sắc đẹp.",POS,5,,áo chất dày_dặn màu_sắc_đẹp
Sp tuyệt vời với mức giá như vậy.,POS,5,,sp tuyệt_vời với mức giá như_vậy
Đẹp lắm nha.,POS,5,,đẹp lắm nha
Áo đẹp nhưng rộng so với mình.,POS,4,,áo đẹp nhưng rộng so với mình
Chất lượng sản phẩm tuyệt vời .,POS,5,,chất_lượng sản_phẩm tuyệt_vời
tất cả đều tuyệ vời luôn ạ.,POS,5,,tất_cả đều tuyệ_vời luôn ạ
"Vải k thấm mồ hôi, hơi mỏng.",POS,4,,vải k thấm mồ_hôi hơi mỏng
.,POS,5,,
"Đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng rất nhanh.",POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh
"From áo lên rất xấu , vải không đẹp bỏ ra 250k mua bằng giá tiền đi shop mà nhận về hàng rất dỡ .",NEG,1,,from áo lên rất xấu vải không đẹp bỏ ra 250 k mua bằng giá tiền đi shop mà nhận về hàng rất dỡ
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh..vừa ý...,POS,5,,chất_lượng sản_phẩm tuyệt_vời rất đáng tiền thời_gian giao hàng rất nhanhvừa_ý
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Shop giao hàng cực nhanh Rất đáng tiền.,POS,5,,shop giao hàng cực nhanh rất đáng tiền
Hàng đẹp.,POS,5,,hàng đẹp
Túi thơm gì thế này.,NEG,2,,túi thơm gì thế_này
Vãi ko giống trong hình.,NEU,3,,vãi ko giống trong hình
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt
"Shop làm ăn lua đao,gioa hang ko co tem mac và bọc ,quanaf rach 10 phan ngang ong quần và may co khoan cach giưa chô rach như v,sho ko hô trợ khach hang nt ko trl cho tơi khi t kien shoppee oa 5 ng shop trl nh ko bjk lỗi...toi ko hoan hang trả tiên gi nưa hêt,140 đo cho shop cái hậu ..",NEG,1,,shop làm_ăn lua đaogioa hang ko co_tem mac và bọc quanaf rach 10 phan ngang_ong quần và may_co khoan cach giưa chô rach như vsho ko hô_trợ khach hang nt ko trl cho tơi khi t kien shoppee oa 5 ng shop trl nh ko bjk lỗitoi ko hoan_hang trả tiên gi nưa hêt140_đo cho shop cái hậu
"Đường may ẩu, với giá là 100k thì nói thật quá đắt:))ngoài chợ bán đầy có vài chục/cái :))).",NEG,1,,đương_may âu_vơi gia_la 100 k thi noi thât qua đătngoai chơ ban đây co_vai chuccai
Áo bị tuột len v mà cx giao ....😠 ..... sp rất tệ ... tốn tiền đi sửa áo Chất lượng sản phẩm rất kém.,NEG,1,,áo bị tuột len_v mà cx giao_sp rất tệ tốn tiền đi sửa áo chất_lượng sản_phẩm rất kém
"Shop phục vụ rất tốt, chất lượng sản phẩm tuyệt vời!",POS,5,,shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời
"Quần đẹp, vải mềm, mua cho mẹ cứ tưởng chật mà cuối cùng vừa vặn mỗi tội vải ko co giãn nên mẹ e cũng ko ngồi được xuống cơ mà chả sao vì mẹ e ko bao giờ ngồi xổm, đóng gói siêu cẩn thận, mở cái bọc mà toát mồ hôi 😅, shop rep ib nhiệt tình, 5* 😊.",POS,5,,quần đẹp vải mềm mua cho mẹ cứ tưởng chật mà cuối_cùng vừa vặn mỗi tội vải ko co_giãn nên mẹ e cũng ko ngồi được xuống cơ mà chả_sao vì mẹ e_ko bao_giờ ngồi_xổm đóng_gói siêu cẩn_thận mở cái bọc mà toát mồ_hôi shop rep ib nhiệt_tình 5
tuyệt vời.,POS,5,,tuyệt_vời
Cảm ơn shop.,POS,5,,cảm_ơn shop
Thanks shop nhju.,POS,5,,thanks shop nhju
"Rất ưng ý, chảo giao cho mình không trầy trước hay móp méo gì cả.",POS,4,,rất ưng_ý chảo giao cho mình không trầy trước hay móp_méo gì cả
Đúng hang Quảng Châu cao cấp.,POS,4,,đúng hang quảng_châu cao_cấp
Chất lượng sản phẩm tuyệt vời .,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Trả hàng được thì đánh giá tiếp.,NEG,1,,trả hàng được thì đánh_giá tiếp
"Không ngờ mặc lên vừa y, form dáng khá đẹp mặc dù giá tiền khá rẻ.",POS,5,,không ngờ mặc lên vừa y form_dáng khá đẹp mặc_dù giá tiền khá rẻ
Tks shop nhièu nha Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.,POS,5,,tks shop nhièu_nha chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
"Sản phẩm rất đẹp, đường may đẹp, giao hàng nhanh, giá phải chăng 👍🏻.",POS,5,,sản_phẩm rất đẹp đường may đẹp giao hàng nhanh giá phải_chăng
Nhưng mà thôi cũng được. 😅 Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,POS,5,,nhưng_mà thôi cũng được chất_lượng sản_phẩm tuyệt_vời rất đáng tiền
"Hàng như hình, giá rẻ hơn những chỗ khác.",POS,5,,hàng như hình giá rẻ hơn những chỗ khác
Chất lượng vừa giá tiền.,POS,4,,chất_lượng vừa giá tiền
Đẹp lâm ạ ❣.,POS,5,,đẹp lâm_ạ
"Đóng gói Đóng gói sản phẩm rất kém Làm bục túi bột bên trong, xong còn kêu là hộp nào ờ shop cũng vậy, buồn cười.",NEG,1,,đóng_gói đóng_gói sản_phẩm rất kém làm bục túi bột bên trong xong còn kêu là hộp nào ờ_shop cũng vậy buồn_cười
Rất đẹp và chắc chắn.,POS,5,,rất đẹp và chắc_chắn
Bình thường chất lượng tương ứng với giá tiền.,NEU,3,,bình_thường chất_lượng tương_ứng với giá tiền
"Shop gói hàng cẩn thận,sản phẩm như hình 😊,thời gian giao hàng nhanh.",POS,4,,shop gói hàng cẩn thậnsản_phẩm như hình thời_gian giao hàng nhanh
Áo đẹp như hình nhé.,POS,5,,áo đẹp như hình nhé
Tiền nào của đó Shop phục vụ khá tốt.,POS,5,,tiền nào của đó shop phục_vụ khá tốt
Măjc cứ bị tụt ý :(( Chất quần 20k mặc thích hơn nhưng với giá này thì chất liệu cũng dc.,NEU,3,,măjc cứ bị tụt_ý chất quần 20 k mặc thích hơn nhưng với giá này thì chất_liệu cũng dc
Đóng gói sản phẩm rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém.,NEG,1,,đóng_gói sản_phẩm rất kém shop phục_vụ rất kém shop phục_vụ rất kém shop phục_vụ rất kém
"Shop phục vụ rất tốt, nhân viên tư vấn lịch sự, nhẹ nhàng, hàng y như hình.",POS,5,,shop phục_vụ rất tốt nhân_viên tư_vấn lịch_sự nhẹ_nhàng hàng y_như hình
Shop còn cho thêm kẹo và giấy ghi chú dth lắm ạ💝💝💝.,POS,5,,shop còn cho thêm kẹo và giấy ghi_chú dth lắm ạ
Chất lượng sản phẩm tuyệt vời nhưng sao thứ tự các trang sách đóng lộn xộn vậy.,POS,4,,chất_lượng sản_phẩm tuyệt_vời nhưng sao thứ_tự các trang sách đóng_lộn_xộn vậy
Hơi tiếc vì mua trước chương trình giảm giá.,POS,5,,hơi tiếc vì mua trước chương_trình giảm_giá
Áo tuyệt vời.,POS,5,,áo tuyệt_vời
Cũng tạm...,NEU,3,,cũng tạm
"Chất đẹp, y hình, sẽ ủng hộ shop thêm.",POS,5,,chất đẹp y_hình sẽ ủng_hộ shop thêm
"Mua 5 món món nào cũng đẹp đáng tiền, giá rẻ mà chất đẹp khuyên nên mua mọi ng ạ.",POS,5,,mua 5 món món nào cũng đẹp đáng tiền giá rẻ mà chất đẹp khuyên nên mua mọi ng ạ
"Sản phẩm ko như hình, tay ngăn hon hinh, form mĂc tạm ổn.",POS,4,,sản_phẩm ko như hình_tay ngăn_hon hinh form măc tạm ổn
Cảm ơn bạn nhiều nha 😍.,POS,5,,cảm_ơn bạn nhiều nha
Áo đẹp sz hơi nhỏ .,POS,4,,áo đẹp sz hơi nhỏ
Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền.,POS,5,,shop phục_vụ rất tốt rất đáng tiền rất đáng tiền
Hàng đẹp.nhưng side hơi to.mình bị rộng.,POS,4,,hàng đẹpnhưng side hơi tomình bị rộng
Shop bán hàng có tâm.,POS,5,,shop bán hàng có tâm
Tay ko có bo đen như hình.,POS,4,,tay ko có bo_đen như hình
"Áo đẹp, dù màn hình phẳng mà mặc lên có tí khe luôn.chắc chắn sẽ ủng hộ shop.",POS,5,,áo đẹp dù màn_hình phẳng mà mặc lên có tí khe luônchắc chắn sẽ ủng_hộ shop
Hơn 80kg mặc vẫn rất thoải mái.,NEU,3,,hơn 80 kg mặc vẫn rất thoải_mái
Cảm ơn Shop.,POS,5,,cảm_ơn shop
Ok.,NEU,3,,ok
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh
"Chất váy mỏng mát , vừa người , mình hơi thấp nên mặc hơi dài qua đầu gối , chủ sh đáng yêu , trả lời nhiệt tình .",POS,5,,chât vay mong mat vưa_ngươi minh_hơi thâp nên măc hơi dai_qua đâu gôi chu_sh đang yêu_tra lơi_nhiêt tinh
Quá buồn.,NEU,3,,quá buồn
"Áo đẹp mềm mịn, mặc rất đẹp.",POS,5,,áo đẹp mềm mịn_mặc rất đẹp
Sản phẩm đẹp hơn hình 😍.,POS,5,,sản_phẩm đẹp hơn hình
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền. được tặng quà nữa chứ. sẽ còn quay lại.,POS,5,,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền được tặng quà nữa chứ sẽ còn quay lại
"Khuy không chắc chắn,chưa kịp cài đã rơi ra.",NEU,3,,khuy không chắc chắnchưa kịp cài đã rơi ra
Sẽ tiếp tục ủng hộ.,POS,5,,sẽ tiếp_tục ủng_hộ
Mua được rẻ nên thích lắm lắm.,POS,5,,mua được rẻ nên thích lắm lắm
Khăn mỏng.,NEU,3,,khăn mỏng
Chất lượng tốt.nhưng bị vỡ nhiều.,POS,4,,chất_lượng tốtnhưng bị vỡ nhiều
Cảm ơn shop nhiều nhé :).,POS,5,,cảm_ơn shop nhiều nhé
Quần ống to ống nhỏ và cao thấp...,NEG,1,,quần ống to ống nhỏ và cao thấp
"Áo nâu sz S mặc vừa i, ok nhé.",POS,5,,áo nâu sz s mặc vừa i ok nhé
Mình sẽ đặt thêm áo.,POS,5,,minh se đăt thêm ao
Quần đẹp lắm shop.,NEU,3,,quần đẹp lắm shop
Rách rách nhìn rất bụi nhé các bạn .,POS,5,,rách rách nhìn rất bụi nhé các bạn
Mình chưa bao giờ mua hàng ol mà ưng như lần này.,POS,5,,mình chưa bao_giờ mua hàng ol mà ưng như lần này
GIAO HÀNG NHANH.,POS,5,,giao hàng nhanh
Mình ưng ý lắm shop.,POS,5,,mình ưng_ý lắm shop
Rộng pai.,NEU,3,,rộng pai
"Mình đặt đỏ mà shop gửi màu gì mình k rõ , trong khi đó cái đầu tiên giao cho mình là đỏ tươi y hình rất chi là đẹp :))) vẫn cho 5 sao ạ.",POS,5,,minh đăt đo ma shop gưi mau gi_minh k_ro trong khi đo cai đâu_tiên giao cho minh_la đo tươi_y hinh rât chi_la đep_vân cho 5 sao a
"Mực ngon, ngọt.",POS,5,,mực ngon ngọt
"Ngũ cốc ăn nhiều thì hơi ngán, khô nhưng giòn, thích hợp để ăn với sữa.",POS,5,,ngũ_cốc ăn nhiều thì hơi ngán khô nhưng giòn thích_hợp để ăn với sữa
Chât len tăm dĩ nhiên đẹp hơn.,POS,4,,chât len_tăm_dĩ_nhiên đẹp hơn
Giá ok.,POS,5,,giá ok
Phần tiếp xúc bàn chân có một rãnh nhỏ không biết làm gì (xem hình) nhưng k ảnh hưởng.,POS,5,,phần tiếp_xúc bàn_chân có một rãnh nhỏ không biết làm gì xem_hình nhưng k ảnh_hưởng
Giáo hàng siêu nhanh.,POS,4,,giáo hàng siêu nhanh
Vãi giày và đẹp.,POS,5,,vãi giày và đẹp
Lúc nào cx tuyệt vời.,POS,5,,lúc_nào cx tuyệt_vời
áo đẹp lắm luôn í.,POS,5,,áo đẹp lắm luôn í
"Mình chưa dùng thử nhưng mùi thơm nứt luôn, cát ít bụi.",POS,5,,mình chưa dùng thử nhưng mùi thơm nứt luôn cát ít bụi
Chất lượng sản phẩm bình thường khôngnhư trong hình.,NEU,3,,chất_lượng sản_phẩm bình_thường khôngnhư trong hình
Đường chỉ vẫn còn bị lộ và lỗi nhubgw giao hàng đúng màu sắc và nhanh nên mình đánh 5 sao.,POS,5,,đường chỉ vẫn còn bị lộ và lỗi nhubgw giao hàng đúng màu_sắc và nhanh nên mình đánh 5 sao
Sẽ gợi ý cho bạn bé mua.,POS,5,,sẽ gợi_ý cho bạn bé mua
Các bạn nên chọn thêm 1 sz nữa là mặc vừa đẹp.,POS,5,,các bạn nên chọn thêm 1 sz nữa là mặc vừa đẹp
Shop tư vấn rất nhiệt tình ạ.son chuẩn auth .là shop để mk nên tin tưởng mua qua ol ạ.,POS,5,,shop tư_vấn rất nhiệt_tình ạson chuẩn auth là shop để mk nên tin_tưởng mua qua ol ạ
